"","feature","accuracyDifference"
"272","ENSG00000225439.2",0.00123076923076926
"297","ENSG00000251363.2",0.00123076923076926
"301","ENSG00000226950.6",0.00123076923076926
"305","ENSG00000250761.2",0.00123076923076926
"308","ENSG00000259326.1",0.00123076923076926
"313","ENSG00000227659.1",0.00123076923076926
"326","ENSG00000253112.1",0.00123076923076926
"358","ENSG00000224238.2",0.00123076923076926
"360","ENSG00000258682.1",0.00123076923076926
"367","ENSG00000223642.7",0.00123076923076926
"380","ENSG00000258441.1",0.00123076923076926
"384","ENSG00000228222.1",0.00123076923076926
"394","ENSG00000166770.10",0.00123076923076926
"36","ENSG00000251209.7",0.00121153846153843
"43","ENSG00000249592.5",0.00121153846153843
"47","ENSG00000258752.1",0.00121153846153843
"53","ENSG00000235884.3",0.00121153846153843
"102","ENSG00000231172.2",0.00121153846153843
"108","ENSG00000245928.2",0.00121153846153843
"109","ENSG00000237883.1",0.00121153846153843
"165","ENSG00000206337.10",0.00121153846153843
"176","ENSG00000229673.1",0.00121153846153843
"184","ENSG00000254258.1",0.00121153846153843
"192","ENSG00000230551.4",0.00121153846153843
"198","ENSG00000254531.1",0.00121153846153843
"231","ENSG00000241168.1",0.00121153846153843
"333","ENSG00000224945.1",0.00121153846153843
"402","ENSG00000256271.1",0.00121153846153843
"164","ENSG00000234771.3",0.00119230769230771
"220","ENSG00000229105.1",0.00119230769230771
"243","ENSG00000184224.3",0.00119230769230771
"267","ENSG00000260975.1",0.00119230769230771
"314","ENSG00000257261.5",0.00119230769230771
"348","ENSG00000116883.8",0.00119230769230771
"355","ENSG00000258634.3",0.00119230769230771
"356","ENSG00000248131.5",0.00119230769230771
"15","ENSG00000250838.1",0.00117307692307689
"27","ENSG00000259203.1",0.00117307692307689
"97","ENSG00000233547.1",0.00117307692307689
"173","ENSG00000256742.1",0.00117307692307689
"204","ENSG00000215256.3",0.00117307692307689
"205","ENSG00000225226.1",0.00117307692307689
"212","ENSG00000204055.4",0.00117307692307689
"266","ENSG00000229646.2",0.00117307692307689
"277","ENSG00000176912.3",0.00117307692307689
"331","ENSG00000257474.5",0.00117307692307689
"336","ENSG00000165511.6",0.00117307692307689
"353","ENSG00000224032.6",0.00117307692307689
"400","ENSG00000259543.1",0.00117307692307689
"86","ENSG00000261061.1",0.00115384615384617
"96","ENSG00000226696.5",0.00115384615384617
"105","ENSG00000233096.1",0.00115384615384617
"135","ENSG00000258526.5",0.00115384615384617
"177","ENSG00000260276.2",0.00115384615384617
"227","ENSG00000260930.1",0.00115384615384617
"230","ENSG00000233367.1",0.00115384615384617
"295","ENSG00000260219.2",0.00115384615384617
"296","ENSG00000232301.2",0.00115384615384617
"311","ENSG00000248049.6",0.00115384615384617
"347","ENSG00000253357.1",0.00115384615384617
"404","ENSG00000228434.1",0.00115384615384617
"22","ENSG00000256083.1",0.00113461538461535
"161","ENSG00000259972.2",0.00113461538461535
"207","ENSG00000258545.5",0.00113461538461535
"250","ENSG00000235085.3",0.00113461538461535
"271","ENSG00000247473.2",0.00113461538461535
"338","ENSG00000232774.7",0.00113461538461535
"21","ENSG00000226240.1",0.00111538461538463
"90","ENSG00000260032.1",0.00111538461538463
